campaign_id,item_id,platform,post_id,user_id,timestamp,post_text,hashtags,country,region,city,sentiment_score,sentiment_label,topic_classification,ad_mention,emoji_score
CMP004,ITEM_1019,Instagram,651c507d-e961-4149-a0d7-9f9c4323334b,user_391,6/28/2025 13:10,Minute these fire sense choose significant bill.,['#RunFast2025'],USA,Colorado,Denver,0.53,Positive,Ad Feedback,FALSE,1
CMP003,ITEM_1020,Twitter,ab1f638e-3bcc-475c-aac2-55c27954cd49,user_188,8/17/2025 20:10,Ever compare attorney science high compare might six still thank bag in.,['#SneakerDrop'],USA,Washington,Seattle,0.09,Neutral,Delivery,TRUE,2
CMP003,ITEM_1003,Instagram,c28a9bb0-eccf-4bf0-833c-b8887c61ec1a,user_193,7/24/2025 8:10,Certain local wife window pay impact reach realize.,['#SummerKicks'],USA,Florida,Miami,0.36,Positive,Brand Perception,FALSE,5
CMP003,ITEM_1000,Facebook,cc11e3bb-d9c6-40a0-a3bc-54e64b9e35b8,user_125,5/20/2025 0:40,Thousand keep film vote gun own assume son church hospital despite agree.,['#RunFast2025'],USA,California,San Diego,-0.92,Negative,Delivery,TRUE,4
CMP001,ITEM_1022,Instagram,120339d3-1047-4d14-b154-eb5ec7ab3c26,user_841,6/3/2025 4:37,Act ground present camera century history store assume hospital mother than toward such.,['#SummerKicks'],USA,Texas,Dallas,0.98,Positive,Ad Feedback,FALSE,2
CMP001,ITEM_1017,Facebook,63d816c5-d760-4384-9493-b287160286ab,user_69,6/30/2025 7:04,Or teach visit expect truth nor book plan when hospital soldier allow me.,['#SummerKicks'],USA,Massachusetts,Boston,0.08,Neutral,Product Review,TRUE,1
CMP004,ITEM_1026,YouTube,678c17a9-5052-4b5b-a70a-0828eb772ed2,user_148,7/26/2025 13:23,Well dinner officer child together sea list each the wall.,['#FitInStyle'],USA,Colorado,Denver,0.08,Neutral,Delivery,FALSE,1
CMP005,ITEM_1029,YouTube,4341230c-1d2f-4759-831e-6fdb35e9c5d0,user_207,9/12/2025 1:22,Make this happy thing foreign value beautiful wife international decade.,['#SneakerDrop'],USA,California,San Diego,-0.53,Negative,Product Review,TRUE,4
CMP001,ITEM_1024,Instagram,27c5febc-55a8-4b49-995d-7209f78089bb,user_375,6/3/2025 1:19,Example seem tonight particular body him alone into table show.,['#FitInStyle'],USA,Illinois,Chicago,0.33,Positive,Ad Feedback,TRUE,2
CMP001,ITEM_1013,TikTok,4055d1a2-7a78-4ca2-a982-0a895ab1efe2,user_210,4/7/2025 16:14,Hear position tax let we of senior house reason rock science mission.,['#FootwearGoals'],USA,Arizona,Phoenix,-0.07,Neutral,Delivery,TRUE,4
CMP002,ITEM_1027,TikTok,8a2f71bb-f222-4255-8099-2e33efbff375,user_592,3/31/2025 1:59,Begin receive make degree former somebody.,['#SummerKicks'],USA,Illinois,Chicago,0.45,Positive,Brand Perception,FALSE,5
CMP002,ITEM_1005,Facebook,7b00ff7d-a9e1-49ee-9a55-4fdfed60ea16,user_922,7/31/2025 21:32,Next ground on near positive on contain sit cause tough step off compare.,['#SummerKicks'],USA,Florida,Orlando,-0.32,Negative,Delivery,FALSE,3
CMP005,ITEM_1048,Instagram,8c38758e-706c-47e7-a96e-721864550703,user_376,5/6/2025 16:34,Grow affect name wait themselves citizen activity eat four parent.,['#SneakerDrop'],USA,Colorado,Denver,0.1,Neutral,Delivery,FALSE,5
CMP002,ITEM_1041,Instagram,5c5065e0-3b1c-49a5-aba3-269af9815809,user_546,9/21/2025 9:34,Onto newspaper pattern boy all since try final degree defense minute.,['#FitInStyle'],USA,California,San Diego,0,Neutral,Brand Perception,TRUE,1
CMP001,ITEM_1008,Twitter,2cfca958-fa74-4c42-995f-2905e463f351,user_8,7/8/2025 15:25,Tonight coach similar sign require edge I raise require anyone.,['#SummerKicks'],USA,Florida,Miami,-0.85,Negative,Product Review,TRUE,0
CMP005,ITEM_1024,Instagram,d55dde58-1963-409b-b8ed-b0a5e1962860,user_786,9/1/2025 10:11,Season page away group offer return discover investment memory how.,['#RunFast2025'],USA,Washington,Seattle,0.81,Positive,Product Review,FALSE,0
CMP003,ITEM_1000,Instagram,0e319cd0-32c0-42ed-bbb0-bbe5d41fff2b,user_796,5/15/2025 15:37,Affect position something cover any yourself again area nearly head hear better.,['#SummerKicks'],USA,Illinois,Chicago,-0.62,Negative,Brand Perception,FALSE,3
CMP005,ITEM_1019,TikTok,498e9ed3-42f5-4f9d-b581-28cb90a785eb,user_41,6/9/2025 10:13,Idea various ago right detail short bring brother central bring picture within.,['#FitInStyle'],USA,Texas,Austin,0.33,Positive,Product Review,FALSE,2
CMP004,ITEM_1046,YouTube,3fa54d9e-3213-4279-aa93-bff4846ece72,user_620,7/30/2025 7:49,Day return type support drug child pretty coach Mr Congress guess.,['#FitInStyle'],USA,Massachusetts,Boston,0.65,Positive,Delivery,TRUE,3
CMP002,ITEM_1033,Instagram,1800884c-af07-4f2f-bff1-ec097b1e7935,user_863,8/5/2025 1:40,Reduce response economic really last necessary science stand.,['#FootwearGoals'],USA,Colorado,Denver,-0.9,Negative,Product Review,TRUE,4
CMP004,ITEM_1001,Instagram,55958186-0ee0-4631-822d-3e2b21c92231,user_623,4/28/2025 19:14,Seem do south develop item save produce arm southern around.,['#FootwearGoals'],USA,Colorado,Denver,0.62,Positive,Ad Feedback,FALSE,2
CMP001,ITEM_1033,TikTok,55615db3-1af7-4d08-b4d2-34757225fa8c,user_141,4/11/2025 10:45,Every of it rise from really resource father consider.,['#SneakerDrop'],USA,California,Los Angeles,0.03,Neutral,Brand Perception,TRUE,3
CMP004,ITEM_1033,Twitter,1fe5f753-7470-4c8c-b92e-46e43622c36e,user_517,5/22/2025 5:13,Dream during benefit drug same would.,['#SneakerDrop'],USA,Massachusetts,Boston,0.01,Neutral,Ad Feedback,TRUE,3
CMP004,ITEM_1032,YouTube,ca4836af-4d5b-4af1-807c-3fb33470b1bf,user_64,8/2/2025 2:34,As leave imagine each word player table water less watch physical.,['#RunFast2025'],USA,Georgia,Atlanta,-0.04,Neutral,Product Review,FALSE,1
CMP005,ITEM_1043,Facebook,acc4e3de-9a86-499d-a0fc-8c2ebb8221a4,user_386,9/12/2025 15:07,Summer big manage surface the dark road of treatment environment religious.,['#SummerKicks'],USA,Colorado,Denver,-0.7,Negative,Ad Feedback,FALSE,4
CMP002,ITEM_1010,Facebook,ef73771b-9c4d-4d7c-98ef-81feae13775a,user_103,4/30/2025 5:22,Wear we matter business our form.,['#FootwearGoals'],USA,California,San Diego,-0.3,Negative,Brand Perception,TRUE,1
CMP001,ITEM_1002,YouTube,5b73b877-124c-4957-b449-003eb495401f,user_63,5/18/2025 22:22,Career environment soon feeling people full could cost boy.,['#FootwearGoals'],USA,Illinois,Chicago,0.81,Positive,Delivery,FALSE,2
CMP005,ITEM_1029,YouTube,2af72126-386c-420c-8b4b-d5f0c9d9b1ef,user_587,4/27/2025 19:05,Above system will become his down series.,['#SneakerDrop'],USA,Arizona,Phoenix,-0.63,Negative,Product Review,FALSE,3
CMP003,ITEM_1034,TikTok,ae67cd86-59d8-4b54-b179-5fca95401ebf,user_939,4/17/2025 18:27,Year stop pretty really woman service quite glass have left.,['#FitInStyle'],USA,Florida,Orlando,-0.02,Neutral,Product Review,TRUE,1
CMP001,ITEM_1042,YouTube,a0b81283-15b0-4825-b32d-ed57f5087ce6,user_704,9/13/2025 0:50,Style baby check everything himself else on.,['#SneakerDrop'],USA,Massachusetts,Boston,-0.48,Negative,Brand Perception,FALSE,0
CMP003,ITEM_1040,YouTube,05f195ec-0dc3-4304-9c96-9d0d66fd2089,user_905,6/18/2025 23:40,Fill daughter clearly price glass option success onto score food would kid act.,['#FootwearGoals'],USA,Georgia,Atlanta,-0.04,Neutral,Ad Feedback,FALSE,5
CMP005,ITEM_1000,Twitter,15079087-66e9-4dcb-a028-3000db429e30,user_455,6/4/2025 10:18,Child production I add as manage artist play else or.,['#FootwearGoals'],USA,Florida,Miami,-0.55,Negative,Delivery,TRUE,3
CMP001,ITEM_1008,TikTok,095d5c05-1a0d-43c0-be6e-f7cfa2beba9e,user_752,7/8/2025 17:50,Above use total serious good police young by travel.,['#FootwearGoals'],USA,Colorado,Denver,0.5,Positive,Ad Feedback,FALSE,2
CMP004,ITEM_1034,Instagram,fcd882ad-59d2-4b47-9110-e97117c76a73,user_240,9/13/2025 5:43,Charge lose first job age create item themselves month relationship eat.,['#FitInStyle'],USA,Illinois,Chicago,-0.8,Negative,Product Review,TRUE,3
CMP003,ITEM_1024,Twitter,bf1ccf56-a68b-4229-a183-967a98d30c12,user_276,9/19/2025 0:46,Catch agency building leader ready share former west five up small image chair.,['#FitInStyle'],USA,California,San Diego,0.09,Neutral,Delivery,TRUE,1
CMP001,ITEM_1031,YouTube,dbc7c9b6-3120-481e-97ed-a4f05127f4a0,user_162,6/12/2025 19:53,Them wear six hit herself hard economy.,['#FitInStyle'],USA,Illinois,Chicago,-0.97,Negative,Brand Perception,FALSE,3
CMP002,ITEM_1002,YouTube,88e7cd97-ed76-4514-9f75-934d5b2903cf,user_316,8/26/2025 18:18,Pattern herself most visit single career save alone debate.,['#SneakerDrop'],USA,Georgia,Atlanta,0.04,Neutral,Brand Perception,FALSE,0
CMP001,ITEM_1021,TikTok,63a7ce57-978d-403d-81a3-829a91f7117f,user_459,5/8/2025 13:58,Activity always development day color increase goal.,['#SummerKicks'],USA,Massachusetts,Boston,-0.9,Negative,Brand Perception,FALSE,3
CMP003,ITEM_1040,Twitter,ba4e78b2-1ba8-45e3-9b17-ed1ccd215917,user_323,5/28/2025 8:46,Risk firm might identify five ball ahead opportunity whose.,['#SummerKicks'],USA,Texas,Austin,-0.9,Negative,Delivery,FALSE,3
CMP004,ITEM_1011,YouTube,116536d3-6229-43b6-808d-0e8859e65cc5,user_182,4/24/2025 13:30,Under practice resource structure technology pressure nothing political performance want course chair note.,['#FootwearGoals'],USA,California,San Diego,0.62,Positive,Product Review,FALSE,3
CMP005,ITEM_1017,Instagram,93e834ea-2955-49b3-96b9-5f7d5cff7337,user_443,3/30/2025 7:07,Then church brother federal various concern maintain through popular right issue then through.,['#SneakerDrop'],USA,Texas,Dallas,0.84,Positive,Ad Feedback,TRUE,4
CMP002,ITEM_1028,Twitter,72d96f6a-0712-42c2-8a7c-a4a8aeadcd15,user_570,6/22/2025 9:10,Military reality remain recently deal practice usually ready little relationship knowledge.,['#FitInStyle'],USA,Texas,Austin,-0.06,Neutral,Product Review,TRUE,1
CMP005,ITEM_1042,YouTube,856a34b4-82c3-4a3d-ba27-114f6e4cd027,user_537,7/11/2025 7:53,One once pressure unit hold hot.,['#FitInStyle'],USA,Florida,Miami,0.75,Positive,Delivery,FALSE,5
CMP005,ITEM_1047,TikTok,9f7000da-17bc-4de0-b081-108f81d94be3,user_191,4/25/2025 3:01,Start pick me audience rock none source card policy help maybe simple tend.,['#FootwearGoals'],USA,Massachusetts,Boston,-0.31,Negative,Ad Feedback,TRUE,2
CMP004,ITEM_1023,TikTok,e3015ca6-493a-46a1-b88a-93abf348e013,user_275,9/23/2025 22:50,Lose every performance charge single whom message edge lay.,['#FootwearGoals'],USA,California,Los Angeles,-0.04,Neutral,Brand Perception,TRUE,5
CMP003,ITEM_1049,YouTube,767bc61f-e33f-43a3-9092-bcc13a87fe8a,user_164,4/11/2025 8:24,Fast write major quite fish itself enjoy test.,['#FitInStyle'],USA,Florida,Miami,0.74,Positive,Ad Feedback,FALSE,0
CMP001,ITEM_1046,Instagram,0a5ddb0c-563b-4c76-b16d-41c3d81779ab,user_152,5/14/2025 7:24,Rate price arm structure important kitchen member generation take face finally.,['#FitInStyle'],USA,Massachusetts,Boston,-0.4,Negative,Ad Feedback,FALSE,0
CMP003,ITEM_1038,Instagram,1a02f698-b523-4272-923d-058baf90ff1c,user_580,8/17/2025 3:30,Employee item treat event site can.,['#SneakerDrop'],USA,California,Los Angeles,0.37,Positive,Brand Perception,FALSE,5
CMP005,ITEM_1020,Facebook,021e4491-9be2-4180-8450-8119f75f94f8,user_347,4/25/2025 5:02,Range push ready today common its continue us.,['#SummerKicks'],USA,Florida,Orlando,0.34,Positive,Brand Perception,FALSE,3
CMP002,ITEM_1041,TikTok,1e7d0dd4-e14d-4e1a-a384-fe0716734a0f,user_744,6/18/2025 7:25,Assume although option clear whom question edge end ability can tonight.,['#SummerKicks'],USA,Texas,Austin,0.06,Neutral,Ad Feedback,FALSE,1
CMP002,ITEM_1021,YouTube,8228fbb4-630b-4c36-adbf-86b5b4231e2f,user_584,8/3/2025 7:54,Coach drug education system ten teacher they region.,['#FootwearGoals'],USA,Georgia,Atlanta,0.06,Neutral,Ad Feedback,FALSE,1
CMP002,ITEM_1006,TikTok,f527c65b-62d3-4745-a8de-1194fe827429,user_406,9/14/2025 12:16,Care certain friend answer try wife eight half note.,['#SummerKicks'],USA,Massachusetts,Boston,-0.08,Neutral,Brand Perception,TRUE,5
CMP005,ITEM_1043,TikTok,23f4942d-f862-419d-926c-593e95a3225d,user_769,7/3/2025 3:50,Result set today friend company most wrong.,['#SneakerDrop'],USA,Texas,Dallas,-0.93,Negative,Delivery,TRUE,5
CMP002,ITEM_1022,Instagram,2910e655-a529-4cd3-a342-592dc036c2e9,user_973,8/5/2025 9:07,Source method well large two however activity least later close program strong.,['#SneakerDrop'],USA,Massachusetts,Boston,0.4,Positive,Brand Perception,FALSE,2
CMP002,ITEM_1019,YouTube,1317b1c4-4ded-4df7-bb35-d778310318f4,user_661,6/20/2025 5:59,Relate buy author expert nature letter.,['#SummerKicks'],USA,Texas,Austin,0.4,Positive,Brand Perception,FALSE,0
CMP003,ITEM_1012,Facebook,cfd0206d-3d9b-48c1-90bc-1bc91c6e1fa2,user_511,6/24/2025 6:34,Student later detail visit owner hospital man argue condition base last career call.,['#FitInStyle'],USA,Texas,Austin,-0.94,Negative,Brand Perception,TRUE,1
CMP005,ITEM_1023,YouTube,8861acb0-dbad-4c2a-9171-2e37301e1bec,user_898,4/10/2025 16:59,Break until myself building political letter through they attention whether prepare.,['#SummerKicks'],USA,Illinois,Chicago,-0.31,Negative,Brand Perception,FALSE,2
CMP005,ITEM_1040,YouTube,65ea25c2-eb3f-4c8e-99bc-1626159dc984,user_505,7/27/2025 0:26,Officer according guess travel mission might large away develop know first happy.,['#SummerKicks'],USA,California,San Diego,-0.87,Negative,Delivery,TRUE,5
CMP003,ITEM_1020,Twitter,c2ab21c7-395d-477b-888f-3fb937c47484,user_985,4/23/2025 4:28,Response may some rich begin economy meet.,['#FootwearGoals'],USA,Florida,Orlando,-0.36,Negative,Product Review,TRUE,0
CMP004,ITEM_1017,Twitter,08a4f8a4-800b-4fe0-aec6-98434a2f93f9,user_20,6/14/2025 21:19,Add chair room happy firm remain sister heart spring pay.,['#RunFast2025'],USA,Texas,Austin,-0.91,Negative,Brand Perception,FALSE,5
CMP003,ITEM_1018,Facebook,a69fd0bf-0ff2-48f3-b942-3994ac5160fc,user_232,5/30/2025 1:37,Truth station myself travel arrive have region specific.,['#RunFast2025'],USA,Florida,Orlando,-0.58,Negative,Delivery,FALSE,5
CMP004,ITEM_1033,TikTok,2f279ad3-3f01-45e3-a833-2a5123067897,user_971,9/12/2025 6:14,Dream hair foot rate staff scientist past picture force concern.,['#FitInStyle'],USA,Florida,Orlando,-0.04,Neutral,Ad Feedback,FALSE,3
CMP004,ITEM_1008,Facebook,609e9f73-d7e5-401f-a8d9-7880dd7bdbb6,user_651,6/7/2025 4:10,Wonder strong house forward our speech thing perform forget civil newspaper quite.,['#FitInStyle'],USA,Florida,Orlando,0.73,Positive,Product Review,TRUE,5
CMP003,ITEM_1006,YouTube,eb419478-ab37-4db8-acd9-9a43b8fc09b2,user_814,6/16/2025 18:04,Ground central enough cell window best detail argue off recent since theory according.,['#SneakerDrop'],USA,Massachusetts,Boston,0.93,Positive,Ad Feedback,TRUE,0
CMP005,ITEM_1036,TikTok,650c8e2d-3369-4f65-aeba-4d46fc1775d3,user_572,4/2/2025 10:09,Carry leader purpose owner defense always high feel.,['#SummerKicks'],USA,Arizona,Phoenix,-0.57,Negative,Product Review,TRUE,0
CMP004,ITEM_1040,Facebook,bb787cf3-e87f-439f-8262-f176e665d408,user_134,5/5/2025 13:28,Hundred resource out leave still prove senior report talk back size car.,['#SneakerDrop'],USA,Florida,Miami,-0.02,Neutral,Delivery,FALSE,0
CMP002,ITEM_1018,YouTube,127f8f6c-9d43-4650-ad8e-a751904cedaa,user_606,6/29/2025 18:03,Huge manager brother you unit message eye against.,['#SneakerDrop'],USA,California,Los Angeles,0.55,Positive,Ad Feedback,FALSE,4
CMP003,ITEM_1014,Facebook,da6f4e6c-2676-47c1-bbf3-c4b9594b120f,user_694,5/7/2025 9:06,Tax ability woman do gun president offer many far tell water participant.,['#SummerKicks'],USA,Massachusetts,Boston,0.38,Positive,Product Review,TRUE,2
CMP002,ITEM_1016,Facebook,69f97aaf-0ffc-4e7c-888c-a90b69bc7f21,user_57,4/10/2025 12:46,Ability main serious change security body respond church protect southern.,['#FitInStyle'],USA,Florida,Orlando,0.84,Positive,Brand Perception,TRUE,0
CMP002,ITEM_1037,Facebook,89de263e-79ee-4683-8550-cec8db36f6e8,user_624,8/16/2025 16:01,Among family company great inside people measure blood employee beyond.,['#SummerKicks'],USA,Illinois,Chicago,0.61,Positive,Delivery,FALSE,4
CMP001,ITEM_1047,TikTok,725d53b6-6585-4257-84bb-3d5afdd9b87c,user_214,9/5/2025 4:03,Movement TV security pattern simple mind vote yes in though.,['#SneakerDrop'],USA,Florida,Miami,-0.09,Neutral,Ad Feedback,TRUE,1
CMP004,ITEM_1019,Twitter,5b705f54-b30c-465c-9a6d-ef5b78e2f4b5,user_96,8/20/2025 20:23,Dinner else situation effort specific development reason pay organization represent cut back.,['#FootwearGoals'],USA,Texas,Dallas,0.48,Positive,Brand Perception,TRUE,3
CMP004,ITEM_1003,TikTok,8cfc70e0-2790-4bda-8ed5-7f4eb1f931ac,user_59,7/17/2025 2:43,Stay mind chance hope huge family reveal mind.,['#SummerKicks'],USA,California,Los Angeles,0.74,Positive,Ad Feedback,FALSE,1
CMP004,ITEM_1042,Twitter,e0fadc34-10a7-442e-bb89-b0948c8bd58a,user_189,8/15/2025 20:39,Indicate six reduce speak learn approach give shoulder.,['#FitInStyle'],USA,Massachusetts,Boston,0.48,Positive,Product Review,TRUE,3
CMP003,ITEM_1028,Twitter,4a462f17-013a-4103-8aeb-0573032ff435,user_3,4/16/2025 19:20,Certainly would address cut type kid open true lose president.,['#FitInStyle'],USA,California,San Diego,-0.05,Neutral,Brand Perception,TRUE,3
CMP005,ITEM_1039,Twitter,7c6151be-65ff-49af-b2b0-1e99dcca1f05,user_451,6/26/2025 8:30,Born weight always family lead hand almost head either kind large.,['#FootwearGoals'],USA,Colorado,Denver,0.76,Positive,Product Review,TRUE,4
CMP005,ITEM_1039,TikTok,9787bc98-5914-4cbd-a539-338e8c185a41,user_855,4/11/2025 9:08,Site onto everybody cell tax opportunity board teacher organization think.,['#RunFast2025'],USA,Massachusetts,Boston,-0.08,Neutral,Delivery,FALSE,2
CMP003,ITEM_1006,YouTube,240c06b8-c4da-4861-975b-b71878cbc8d7,user_558,8/6/2025 17:51,Executive body citizen other make cover account interview.,['#RunFast2025'],USA,Colorado,Denver,-0.68,Negative,Product Review,TRUE,3
CMP002,ITEM_1047,YouTube,72cf926c-7c41-4548-b007-613a8a2c6719,user_18,5/11/2025 15:03,Threat our under various nor again matter.,['#SneakerDrop'],USA,Massachusetts,Boston,-0.75,Negative,Delivery,FALSE,1
CMP004,ITEM_1018,TikTok,d76499ca-d920-4260-9ac1-ea8153de602f,user_872,6/28/2025 10:59,Husband close beyond drug chair each.,['#FootwearGoals'],USA,Florida,Orlando,-0.33,Negative,Delivery,FALSE,5
CMP002,ITEM_1012,Twitter,5cc3d75f-002a-48e6-ba9f-4c791e968d86,user_72,4/4/2025 18:52,Mother space teacher big the they world sport hard technology difficult Mrs policy.,['#FitInStyle'],USA,California,San Diego,-0.84,Negative,Product Review,FALSE,3
CMP003,ITEM_1024,Instagram,a8b04645-c7d3-46f7-a8ce-fa488348ef2a,user_631,4/3/2025 11:56,Bank Mrs while worry yet probably identify interesting information affect project.,['#FitInStyle'],USA,Florida,Orlando,0.63,Positive,Delivery,TRUE,1
CMP001,ITEM_1001,Instagram,847997ed-6fdf-43b2-9371-9b0a5458f7ac,user_804,7/5/2025 9:17,Onto risk citizen small sit onto together cover guy education someone miss.,['#SneakerDrop'],USA,Florida,Miami,0.6,Positive,Delivery,FALSE,0
CMP001,ITEM_1022,Instagram,422a8a7d-6b4c-4f08-8303-f69b37ba7056,user_651,9/6/2025 17:01,Sing bit whose someone back security.,['#RunFast2025'],USA,Washington,Seattle,0.93,Positive,Ad Feedback,FALSE,1
CMP001,ITEM_1039,Instagram,39b46775-0f4e-41c6-a563-bf9c4ab55ab6,user_338,4/27/2025 16:37,Similar international city red student character.,['#RunFast2025'],USA,Georgia,Atlanta,-0.73,Negative,Product Review,TRUE,5
CMP005,ITEM_1029,YouTube,d0ff3a51-36da-42ae-9983-c36269e30194,user_928,5/13/2025 2:07,Might by Mr make by whole generation their six method material officer.,['#RunFast2025'],USA,Florida,Orlando,-0.33,Negative,Delivery,FALSE,1
CMP002,ITEM_1025,YouTube,d14132dc-bf88-4ad7-9bc1-e19904cebee2,user_692,4/13/2025 19:04,War throw soon choose help partner I.,['#FootwearGoals'],USA,Georgia,Atlanta,0.36,Positive,Delivery,TRUE,5
CMP003,ITEM_1048,Twitter,ed14d6ff-c00b-492a-b7aa-b57ae9296f2f,user_551,6/1/2025 6:06,Usually involve everybody rule face sister seven society attack election defense statement.,['#FitInStyle'],USA,Florida,Miami,-0.98,Negative,Delivery,FALSE,4
CMP002,ITEM_1046,Instagram,6382c612-2e95-48d2-9537-1f94738289c2,user_317,8/24/2025 10:06,Sign too than safe president ask put those beat record although matter speech son.,['#SummerKicks'],USA,Arizona,Phoenix,-0.05,Neutral,Ad Feedback,FALSE,5
CMP003,ITEM_1020,YouTube,03260db1-9ac9-4c5b-9cc7-3ba4a61c65e9,user_994,4/27/2025 13:26,Science growth story catch sea wrong place keep camera mouth down carry cultural.,['#FitInStyle'],USA,Florida,Miami,0.03,Neutral,Delivery,TRUE,4
CMP002,ITEM_1049,TikTok,e19203ea-073e-452d-919f-2554001c11e1,user_457,6/25/2025 6:49,Bed miss here blood become one ahead town million huge today.,['#SneakerDrop'],USA,Washington,Seattle,0.95,Positive,Brand Perception,FALSE,0
CMP004,ITEM_1003,Facebook,1ddd0551-e289-4498-aa3f-38698d7e9e20,user_690,7/2/2025 15:07,Radio know receive later at until detail benefit affect.,['#SneakerDrop'],USA,Colorado,Denver,0.36,Positive,Ad Feedback,TRUE,1
CMP001,ITEM_1041,YouTube,08a4bff0-ff30-4451-8feb-db40b29352fd,user_444,8/21/2025 3:26,Significant see nothing concern fall new create relationship piece more.,['#FitInStyle'],USA,Florida,Miami,-0.67,Negative,Ad Feedback,FALSE,2
CMP003,ITEM_1026,TikTok,0e415444-46e2-4cb1-a738-ca123a2896c3,user_974,7/24/2025 6:25,In minute bar open participant will knowledge.,['#SneakerDrop'],USA,California,San Diego,0.58,Positive,Brand Perception,FALSE,0
CMP001,ITEM_1046,Facebook,a7dc64ac-6527-4804-adfa-8dec04bfe1f8,user_55,7/17/2025 23:20,Official southern design between middle heavy president safe deal off.,['#SummerKicks'],USA,Illinois,Chicago,0.3,Positive,Ad Feedback,TRUE,1
CMP004,ITEM_1041,Facebook,0afca6ae-8bba-4eab-a66e-51c6ff606852,user_350,9/1/2025 14:14,Current wish bit agency discuss machine one often audience sign least bill.,['#FitInStyle'],USA,Massachusetts,Boston,-0.01,Neutral,Brand Perception,FALSE,2
CMP004,ITEM_1012,Twitter,0c0bd2c5-0113-4d6d-b514-465dac430968,user_602,6/21/2025 18:29,Physical apply something need region administration admit from ok see design.,['#FitInStyle'],USA,Georgia,Atlanta,-0.94,Negative,Ad Feedback,FALSE,0
CMP004,ITEM_1033,Facebook,bcbcf202-8b5b-4272-b628-f5b7e2a238ac,user_629,4/18/2025 8:06,Executive cut thing professor our price recently notice despite.,['#SneakerDrop'],USA,Florida,Orlando,0.47,Positive,Delivery,FALSE,5
CMP002,ITEM_1007,Facebook,6cca1d79-71da-4f68-9766-0db229520de3,user_719,9/24/2025 23:40,Management laugh project girl fight art.,['#FitInStyle'],USA,Texas,Austin,0.59,Positive,Ad Feedback,FALSE,2
CMP002,ITEM_1029,Twitter,efa1ed1f-3449-40f7-a7de-885adcc5fdae,user_856,4/28/2025 1:27,Federal blood which president reason bag number her center rather.,['#SneakerDrop'],USA,Washington,Seattle,0.91,Positive,Delivery,TRUE,4
CMP005,ITEM_1000,TikTok,90532fc2-4e09-445c-8b4e-c9cacaad6310,user_726,4/2/2025 2:39,Last treat behavior nice reality where style wrong.,['#FootwearGoals'],USA,Texas,Dallas,0.07,Neutral,Product Review,TRUE,0
CMP005,ITEM_1041,TikTok,2e09b8c6-e9b2-4e94-9f1e-4728527b4b40,user_114,4/21/2025 19:40,Page bank travel simply cause big.,['#SummerKicks'],USA,California,Los Angeles,0.9,Positive,Ad Feedback,FALSE,3
CMP001,ITEM_1025,YouTube,805fb359-be0f-41f4-bb09-e07c166096ff,user_55,8/27/2025 8:07,Customer reflect however improve find other answer anyone hard lose buy audience impact.,['#RunFast2025'],USA,Massachusetts,Boston,-0.68,Negative,Delivery,TRUE,2
CMP001,ITEM_1007,TikTok,11266233-e300-43c6-b894-3fbaa119389c,user_672,7/23/2025 2:49,Marriage sort begin set huge provide.,['#FootwearGoals'],USA,Texas,Austin,-0.67,Negative,Brand Perception,TRUE,0
CMP005,ITEM_1036,Facebook,b4decf23-d619-46d1-aec8-fedf56cabf7f,user_422,8/10/2025 22:38,Finish citizen identify foreign lose go paper practice.,['#FitInStyle'],USA,California,Los Angeles,0.02,Neutral,Ad Feedback,FALSE,2
CMP005,ITEM_1026,Instagram,1c1235a9-d7bb-4f0a-bc73-202ffd859b2b,user_883,8/27/2025 15:43,Behavior account head part attack issue Congress fire work direction cold.,['#RunFast2025'],USA,Florida,Miami,0.09,Neutral,Product Review,TRUE,4
CMP004,ITEM_1034,YouTube,e293c2b8-a07c-42cd-a927-1f64dc8136a2,user_318,6/14/2025 15:54,Back subject near trade smile guy letter financial.,['#FitInStyle'],USA,Georgia,Atlanta,-0.62,Negative,Product Review,FALSE,1
CMP004,ITEM_1022,YouTube,0c157929-7d86-437c-854d-e17d809de2e2,user_412,8/27/2025 17:02,Reason choice another might American action course the example.,['#FootwearGoals'],USA,Florida,Orlando,0.78,Positive,Product Review,FALSE,2
CMP005,ITEM_1011,Twitter,f1de1090-6bcf-4d99-a15d-a8c837b31d49,user_12,8/25/2025 14:23,Take necessary language since physical official.,['#SneakerDrop'],USA,California,San Diego,-0.95,Negative,Delivery,FALSE,3
CMP003,ITEM_1037,Facebook,483537d1-969b-43d2-a810-7651fef1f1a1,user_16,4/21/2025 0:28,Hotel return behavior like benefit according office general.,['#SneakerDrop'],USA,Illinois,Chicago,-0.44,Negative,Product Review,FALSE,3
CMP002,ITEM_1046,Instagram,7e8eacb9-0767-4618-bf8c-1db55a43c193,user_67,6/19/2025 12:12,Unit thought instead floor price dinner firm capital central.,['#SummerKicks'],USA,Massachusetts,Boston,0.81,Positive,Ad Feedback,FALSE,0
CMP005,ITEM_1010,YouTube,cb26a587-7c59-459d-8c0a-e2c268bbdaea,user_186,5/17/2025 17:30,His prevent effect lawyer politics along stop plant thing.,['#SummerKicks'],USA,Massachusetts,Boston,0.73,Positive,Ad Feedback,TRUE,3
